channel,video_id,title,upload_ts,upload_source,first_submission_ts,latency_hours,segment_count
Scott Brown Carpentry,QZ5Y2z5nX3Y,We Are Just Trying to Make Our House Look Nice,1764345644,timestamp,1764549274,56.56,1
Scott Brown Carpentry,zksiVcpIrE0,These 7 Tools Will Solve Your Problems,1763740904,timestamp,1763773716,9.11,2
Scott Brown Carpentry,bHTqpa_oOB8,There are Fast Carpenters...Then There's Me,1763222459,timestamp,,-,0
Scott Brown Carpentry,wsLAy3RG-RI,Why I Almost Quit Carpentry,1762531297,timestamp,1762553827,6.26,2
Scott Brown Carpentry,etpyfvvj1-k,Why You Should Iron Your Floor,1761321677,timestamp,1761362781,11.42,1
Scott Brown Carpentry,ZAdwVonfC6g,5 Simple Workshop Upgrades That Make a Big Difference,1760716865,timestamp,,-,0
Scott Brown Carpentry,QDhGkXP01IM,This Timber Detail Looks Simple… Until You Try It,1760112061,timestamp,1760161580,13.76,1
Scott Brown Carpentry,sjJ3gZrSDzE,This Small Detail Will Make Your Deck Look Fancy,1758906084,timestamp,1758909294,0.89,2
Scott Brown Carpentry,JB11zsJcakI,Is Ray Going Overboard On His Energy Efficient Home?,1758301227,timestamp,1758335865,9.62,1
Scott Brown Carpentry,-yjqO9DrRMo,I Always Build Crooked Walls,1757696400,timestamp,,-,0
Scott Brown Carpentry,xl1P6a-iW_g,Finally Making Progress: Smashing Walls and a Fresh Start,1756486884,timestamp,1756533784,13.03,2
Scott Brown Carpentry,eaBYuLL6KS8,11 MORE Carpentry Tricks (That Will Save You 20 Years),1755190854,timestamp,1755191256,0.11,2
Scott Brown Carpentry,wTVhCOBjVzE,The Small Detail on Big Windows that Everyone Forgets,1754672487,timestamp,,-,0
Scott Brown Carpentry,Gvyer87DBYw,Building a Surprise Work Bench,1754067620,timestamp,,-,0
Scott Brown Carpentry,h87eDWTvZfk,Can You Believe This is ALL PLYWOOD? (Wardrobe Build Start to Finish),1753462861,timestamp,1753547144,23.41,2
Scott Brown Carpentry,BPrX28su7wc,Working on the Last Ugly Corner of our House,1752858014,timestamp,,-,0
Scott Brown Carpentry,2gjXl6MIzmA,We are Ready to Renovate Again,1751648408,timestamp,1752441093,220.19,2
Scott Brown Carpentry,hGsLRsB4eMU,Will the Makita Maktrak Make Your Life Easier?,1751043664,timestamp,1751073197,8.20,2
Scott Brown Carpentry,aA_Y8pffxQc,We are wrapping this house in plastic to make it healthier,1750438800,timestamp,1750474590,9.94,2
Scott Brown Carpentry,XOFVK4NvTJg,Replacing a Load Bearing Beam in a 1950’s House,1749229244,timestamp,,-,0
Scott Brown Carpentry,thZ3y-m5AV0,I Took Years. He’s Doing It in Months: A Carpenter's Renovation,1748624478,timestamp,,-,0
Scott Brown Carpentry,uEJUPgTheBo,Rebuilding our Over The Top Planter Boxes,1748031386,timestamp,1748038469,1.97,2
Scott Brown Carpentry,2vedhk5_0LE,10 Carpentry Tricks that Changed the Way I Work,1746723605,timestamp,1746724405,0.22,2
Scott Brown Carpentry,6qaskXKuOw0,Building a Hut on Top of a Mountain in New Zealand,1745514011,timestamp,1745606965,25.82,2
Scott Brown Carpentry,xyg2Kj017Mo,Makita Gave me the MAKTRAK for a Crazy Project,1744995681,timestamp,1745000586,1.36,2
Slant 3D,sK6dxSQBAU0,AI 3D Modeling is Really Good! But robots no work | Slant 3D Podcast 142,1771138843,timestamp,,-,0
Slant 3D,hEosNrWR0LA,We Made 10 New Products for This Brand,1771005650,timestamp,,-,0
Slant 3D,6gPPAiqSkBc,You Don't Use Fins Enough,1770746406,timestamp,1770755279,2.46,1
Slant 3D,6fdfwGulpfM,Royalties for 3D Printed Products | $13 PCTG aka TUFF Filament | Slant 3D Podcast 141,1770573613,timestamp,,-,0
Slant 3D,uvnJ9E7_VWA,We Redesigned This Injection Molded Product for Mass-Production 3D Printing,1770400869,timestamp,,-,0
Slant 3D,yzsVy1KTsyI,This Will Stop 3D Model Theft,1770138086,timestamp,,-,0
Slant 3D,PCwRMYFdsZE,5 Million Printers Shipped Last Year! | We Are Making PCTG | Slant 3D Podcast 140,1769984258,timestamp,,-,0
Slant 3D,cbtVDk3R6XI,We Redesigned This Viral 3D Printed Koozie,1769792467,timestamp,,-,0
Slant 3D,CotLZE7-ca8,We dropped 100 Free Cookie Cutter Files in Teleport | 3D Printing Pew Bill Explained |Podcast Ep 139,1769364011,timestamp,,-,0
Slant 3D,vkMYsbhfVbg,We Redesigned This YouTuber’s Product — Evariste,1769191267,timestamp,1769210169,5.25,1
Slant 3D,422Tlfy5520,These Industrial 3D Printed Mixers are Impossible  | How To Do Sales | Slant 3D Podcast Ep 138,1768755607,timestamp,,-,0
Slant 3D,d61u_lKFa-U,How to Eliminate Shrink Lines,1768671017,timestamp,,-,0
Slant 3D,cdyqNocFCpQ,I Tried to Design the Perfect 3D Printed Drawer | Design for Mass Production 3D Printing,1768064465,timestamp,,-,0
Slant 3D,sWsb3V3y2aU,Slant 3D 2025 Report Card | What’s Next in 2026 | Slant 3D Podcast Ep 137,1767547817,timestamp,,-,0
Slant 3D,Neop_O2jMkk,10 Hours of How to Design for Mass Production Printing | Product Design and DFAM,1767459638,timestamp,,-,0
Slant 3D,ZLompiopmBI,A Brief Look at 2025 | Slant 3D Podcast Ep 136,1766941249,timestamp,,-,0
Slant 3D,3mNjb7WEkZk,Some Gifts for Your 3D Printing Business,1766683802,timestamp,,-,0
Slant 3D,oz51t5p9gXo,How to Design a Cookie Cutter for Mass Production 3D Printing,1766513310,timestamp,,-,0
Slant 3D,b85kIuNkgk4,$300K Per Month 3D Printing Business | Interview with STLFlix Founder | Podcast Ep 135,1766351233,timestamp,1766489542,38.42,1
Slant 3D,2lccrQTAu5A,Is There Lead in 3D Printed Cookie Cutters?,1766250008,timestamp,1766270417,5.67,2
Slant 3D,g_1Q3A8DgYw,We Rebuilt the Teleport 3D Print Service 6 Times,1765900874,timestamp,,-,0
Slant 3D,YHDcBUwsGuU,Unboxing 3D Printed Etsy Products | Interview with Mitch Debora CEO of Mosaic | Podcast Ep 134,1765728052,timestamp,,-,0
Slant 3D,R0w4GmVX7xM,Make Prints Super Strong without Slicer Settings - Compilation of Micro Features,1765641641,timestamp,,-,0
Slant 3D,3AZWuVRUh2c,"Brims, Rafts & Supports — The RIGHT Way to Design 3D Printed Parts",1765209609,timestamp,,-,0
Slant 3D,e-yIth7XZgc,Does Campbells 3D Print Chicken? E3D High Flow Nozzle | Pawel Slusarczyk | Podcast Ep 133,1765134485,timestamp,,-,0
Slant 3D,lSCcJ2oTZZY,Gyraline: 3D Printed Part Beats a $100K Tool | Massive 3D Printing Changes | Podcast Ep 132,1764520218,timestamp,,-,0
Slant 3D,4jCKAiTWJB8,5 Real 3D Printed Products You Didn’t Know Existed,1764357934,timestamp,1764371496,3.77,3
Slant 3D,WE7ayz_FmZo,INDX vs Vortek | 3D Printed Apple Watch | Zach Hartley Interview | Podcast Ep 131,1763919987,timestamp,1763948607,7.95,2
Slant 3D,vsHpiHhB3RU,"Ultimate Guide to Connecting 3D Printed Parts | Pins, Fins, Slots, & Snaps",1763748070,timestamp,,-,0
Slant 3D,llK_ck71iy0,3D Printing API | Lots of News and No News | Shopnation Redux | Your Questions | Podcast Ep 130,1763312477,timestamp,1763389451,21.38,1
Smart Home Solver,e5k2mfkU1kQ,Ultimate Basement Man Cave Tour!,1769274462,timestamp,1769277149,0.75,1
Smart Home Solver,yWquP8UomSI,Roborock’s New Roller Mop can do the IMPOSSIBLE,1768667015,timestamp,,-,0
Smart Home Solver,jYLlOjyLojg,20 BEST Things I saw in Vegas at CES 2026!,1768063851,timestamp,1768207376,39.87,1
Smart Home Solver,epHTj5Q1mII,The Smart Remote I’ve been WAITING for! Sofabaton X2,1767458546,timestamp,,-,0
Smart Home Solver,5SUCahWX1QE,This Smart Home inspires me! FULL TOUR,1766252495,timestamp,1766253174,0.19,1
Smart Home Solver,e04OSN5p6Ds,20 Cool Smart Home Devices You’ll Actually Want!,1763833089,timestamp,1763833528,0.12,4
Smart Home Solver,I-ZeyCWBVYE,Do you REALLY need the most expensive Roborock?,1763657960,timestamp,,-,0
Smart Home Solver,pmnvruq9D8g,"I tested 3 E-ink Picture Frames: Good, Bad, and UGLY",1763311347,timestamp,,-,0
Smart Home Solver,pWVpymSqFjI,The Most Automated Smart Home on Wheels EVER,1762016797,timestamp,1762018548,0.49,1
Smart Home Solver,9XwppuuxYms,Echo Dot Max: The Empire Strikes Back,1761746677,timestamp,,-,0
Smart Home Solver,tboRVhfuTcg,Smart Home Tour: Fully Automated!,1760806747,timestamp,1760816775,2.79,1
Smart Home Solver,f8CdMNsVVDU,The BEST Security Cameras for Home Automation,1759857536,timestamp,,-,0
Smart Home Solver,Hx2jWnGLGx0,20 Automations you’ll want to copy in your Smart Home,1757779078,timestamp,,-,0
Smart Home Solver,xF5SDzgj2rU,Choosing the BEST Hardware to Run My Smart Home,1755121466,timestamp,,-,0
Smart Home Solver,nRHsMX2RBW4,This Smart Home makes me jealous! FULL TOUR,1749917378,timestamp,,-,0
Smart Home Solver,vao8KAnO1o0,EVERY Smart Home needs this Automation!,1748711438,timestamp,,-,0
Smart Home Solver,QXjOTlfiacg,Cheap Smart Home Devices that are WORTH IT,1747501054,timestamp,1750830089,924.73,1
Smart Home Solver,fNqDVrspcvk,One Arm. Infinite Chaos. Saros Z70.,1745345859,timestamp,,-,0
Smart Home Solver,5lqPhf5VIJ0,Home Automations but they get increasingly more outrageous,1744475753,timestamp,,-,0
Smart Home Solver,pC-VBly1Y00,How to Build the PERFECT Home Assistant Dashboard!,1742663911,timestamp,,-,0
Smart Home Solver,FHvpSBRv4K4,How my Smart Home heals itself in Home Assistant!,1741451547,timestamp,,-,0
Smart Home Solver,MAy2t24xpB0,This is EXACTLY how I fix my smart home.,1741281440,timestamp,,-,0
Smart Home Solver,-rCHlpFG7Xk,Amazon’s terrifying master plan with Alexa+,1741103905,timestamp,,-,0
Smart Home Solver,xgGHoWlEuiY,Aqara G5 Pro: NOT Sponsored Review!,1740059737,timestamp,,-,0
Smart Home Solver,OWiPaKARNcU,5 Unique Smart Home Sensors I NEVER knew I needed!,1739551677,timestamp,1739552469,0.22,1
Smart Home Solver,zpZpNpdkr9c,I shut down my Smart Home for 24 hours!,1738256930,timestamp,1738257799,0.24,1
Smart Home Solver,JOm9zG5Ocuo,Roborock Saros at CES 2025 is unreal! 🤯,1736888212,timestamp,,-,0
Smart Home Solver,orJcARIxYT4,20 BEST Things I saw in Vegas at CES 2025!,1736615750,timestamp,1736616710,0.27,1
Smart Home Solver,L4ONmyjG6ec,This new smart speaker will change everything!,1734642012,timestamp,1734642568,0.15,1
Smart Home Solver,V_fqDbmP_bQ,This Smart Remote Makes Life WAY Easier! SofaBaton X1S,1734196720,timestamp,,-,0
Some More News,wpGHsDZdRWY,Pam Bondi Doesn't Want To Go To Jail For Donald Trump - EVEN MORE NEWS,1771013702,timestamp,1771016552,0.79,1
Some More News,w6Hrn8MFwjU,AD-FREE: Does Pam Bondi Really Believe This Stuff?,,missing,,-,0
Some More News,LSUNJKsrQOA,"Do You Get It Now, Ben? - SOME MORE NEWS",1770825626,timestamp,1770826090,0.13,2
Some More News,-PuNx-FkDSI,"AD-FREE: Do You Get It Now, Ben?",,missing,,-,0
Some More News,V_Cpz4xOfAw,"Trump Threatens Elections, Wants Women To Smile - EVEN MORE NEWS",1770407701,timestamp,1770408273,0.16,2
Some More News,HU40CLoY3Yk,AD-FREE: The Trump Administration Is Losing In Minneapolis,,missing,,-,0
Some More News,BYHHJxzlUJE,How The Stock Market Made Money Even Faker - SOME MORE NEWS,1770220815,timestamp,1770220962,0.04,2
Some More News,25-hc5e8WYg,EARLY ACCESS: How The Stock Market Made Money Even Faker,,missing,,-,0
Some More News,QQMs4voOS8U,Pathetic Loser Elon Musk Really Wanted On Epstein Island - EVEN MORE NEWS,1770135304,timestamp,,-,0
Some More News,_xeVYgTeJ8w,AD-FREE: Pathetic Loser Elon Musk Really Wanted on Epstein Island,,missing,,-,0
Some More News,afwV6Y067Us,The Right Really Wants To Believe That The Ilhan Omar Vinegar Incident Is A False Flag - EMN,1769805901,timestamp,1769807546,0.46,1
Some More News,y6B-3dnidVs,AD-FREE: Democrats Actually Try To Defund DHS?,,missing,,-,0
Some More News,gr9S0fFo4v4,They Started Lying About Alex Pretti Within Minutes - EVEN MORE NEWS,1769530506,timestamp,1769532107,0.44,1
Some More News,YfnlIA0rM7I,AD-FREE: They Started Lying About Alex Pretti Within Minutes,,missing,,-,0
Some More News,V6QI0QBslzY,There's No Bottom To ICE's Cruelty - EVEN MORE NEWS,1769204153,timestamp,,-,0
Some More News,GiSSqLZoh3M,EARLY RELEASE - Kash Patel Only Takes Meetings On A Jet Ski,,missing,,-,0
Some More News,CpOgFpWqgcg,Will (And Should) The World Be Covered In Data Centers? - SOME MORE NEWS,1769011227,timestamp,1769012378,0.32,2
Some More News,9RoQmy48FyY,EARLY ACCESS: Will (And Should) The World Be Covered In Data Centers?,,missing,,-,0
Some More News,WxPg5SaM2Mc,Pathetic Loser Wants Greenland Because He Didn't Get A Prize - EVEN MORE NEWS,1768921258,timestamp,,-,0
Some More News,2TmbtKos9RU,AD-FREE: Pathetic Loser Wants Greenland Because He Didn't Get A Prize,,missing,,-,0
Some More News,9cLa7kQCjmI,Regular People Hate This ICE Sh*t - EVEN MORE NEWS,1768592700,timestamp,,-,0
Some More News,jfySzsi7fOU,AD-FREE: Regular People Hate This ICE Sh*t,,missing,,-,0
Some More News,U5WFMi_SlgM,They're Still Doing Project 2025 and It's All Bad - SOME MORE NEWS,1768406461,timestamp,1768406972,0.14,3
Some More News,p6pwaCJmllI,EARLY RELEASE: Project 2025 Is Killing Us In 2026,,missing,,-,0
Some More News,aRAxIIq06oI,ICE Threatens More Violence If You Keep Calling Them Violent - EVEN MORE NEWS,1768318201,timestamp,,-,0
Some More News,XqzQvXdWZ64,AD-FREE: ICE Is Violent and Incompetent And MAGA Loves it,,missing,,-,0
Some More News,8-JMzqbALS8,ICE Murder In Minneapolis - EVEN MORE NEWS,1767992411,timestamp,,-,0
Some More News,wbV8Az066bA,AD-FREE: ICE Murder In Minneapolis,,missing,,-,0
Some More News,0DdZ5i6bhio,Five Dumb Guys Being Idiots - SOME MORE NEWS,1767801601,timestamp,1767801743,0.04,2
Some More News,4ex1voXHx9Y,EARLY RELEASE - Five Dumb Guys Being Idiots,,missing,,-,0
TechLinked,9dg4Z9y5YZs,Ha Ha We Don't Buy Things Anymore,1771045553,timestamp,1771045645,0.03,1
TechLinked,A2IywmjNJN8,Windows 11 is about to Split,1770870071,timestamp,1770870142,0.02,1
TechLinked,XsLXqGLrRhw,"PAPERS, PLEASE",1770697807,timestamp,1770697980,0.05,1
TechLinked,SqD_8FGk89o,NO NEW GPUs…,1770443923,timestamp,1770444032,0.03,3
TechLinked,ZnEovgO7Fjw,Adobe's Big Oopsie,1770273306,timestamp,1770281098,2.16,1
TechLinked,sXFlsYxh4Hg,There’s Hope for Firefox,1770092625,timestamp,1770096679,1.13,1
TechLinked,21WPHjkw58g,Microsoft Wants You Back...,1769827530,timestamp,1769827728,0.06,1
TechLinked,Gk9QeRZUdEc,We've Seen It...,1769658143,timestamp,1769676731,5.16,1
TechLinked,Rfsxbw5bHgk,Intel is SO BACK,1769479812,timestamp,1769481264,0.40,1
TechLinked,EDDEAfXbKMU,YouTube: Go Slop Yourself,1769231714,timestamp,1769231838,0.03,1
TechLinked,8umhEITfhQo,We’re SO CLOSE…,1769062720,timestamp,1769062779,0.02,1
TechLinked,Guoak9N5lAo,Why Won't Windows Shut Down??,1768880567,timestamp,1768880809,0.07,2
TechLinked,1gjRydiVxsc,What's Happening To Our GPUs??,1768622544,timestamp,1768622631,0.02,1
TechLinked,-PHvhqRWshY,China Doesn’t Need Us Anymore,1768444671,timestamp,1768444847,0.05,1
TechLinked,1OVxxGQLSeA,This is Getting Serious,1768276172,timestamp,1768276272,0.03,1
TechLinked,iDaVZfph9WM,The WEIRDEST Tech at CES 2026,1768020373,timestamp,1768020508,0.04,1
TechLinked,KZuFoE-mX5w,Who Needs a Job Anyways??,1767931516,timestamp,1767942509,3.05,1
TechLinked,XxsaQFJoGLk,Laptops Are So Back...,1767847878,timestamp,1767862018,3.93,1
TechLinked,Teq5jrLAb_M,AMD Dethroned ITSELF,1767753613,timestamp,1767753756,0.04,1
TechLinked,aZhs5ZsbSOs,It's Nvidia's World Now,1767679325,timestamp,1767679658,0.09,1
TechLinked,f22f6WJpudI,Grok is Out of Control,1767417828,timestamp,1767500129,22.86,1
TechLinked,a0o5C92B9oA,"Very Funny, Nvidia…",1767240715,timestamp,1767264889,6.71,1
TechLinked,FjYW2HR1sQE,Who Needs RAM Anyway?,1767070805,timestamp,1767121082,13.97,1
TechLinked,8AMry8GA0M8,The Biggest Tech Stories of 2025! - A TechLinked Christmas Special,1766791657,timestamp,1766791759,0.03,1
TechLinked,f2on6esxWF4,Download Spotify (ALL OF IT),1766456586,timestamp,1766456662,0.02,1
TechLinked,OZh0Uxa0_ns,China’s Figured It Out…,1766206885,timestamp,1766224223,4.82,1
TechLinked,MPBVyqdBgLM,FIREFOX WAIT NO DON'T DO IT NOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,1766037694,timestamp,1766038113,0.12,1
TechLinked,gPm6Etmi6XM,Surprise! Nobody Wants This!,1765856579,timestamp,1765856642,0.02,1
TechLinked,yPRYspM-x3w,What Are They Doing To Chrome??,1765600559,timestamp,1765600626,0.02,2
TechLinked,5nBNImPmEGM,The Steam Machine is in Trouble…,1765427801,timestamp,1765554351,35.15,1
The Daily Show,IUNCMgnxX7Y,Trump's History with Epstein Pt. 6 | The Daily Show,1771250424,timestamp,,-,0
The Daily Show,YuuPCogUQiA,Jon on MAGA's Anti-Bad Bunny Crusade & Klepper on Bondi's Congressional Crash Out | The Daily Show,1771077652,timestamp,,-,0
The Daily Show,6eAttuTjDlE,Sports War: Olympian Pees “F**k ICE” in the Snow & Figure Skater Channels Minions | The Daily Show,1771023124,timestamp,,-,0
The Daily Show,km4QYxOlJgM,"American “Digital Nomads” Swarm Mexico City, Angering Locals | The Daily Show",1771023101,timestamp,,-,0
The Daily Show,HJ7HwsATBuA,"Mayor Jacob Frey - 435,000 Residents Pushed ICE Out of Minneapolis | The Daily Show",1770957045,timestamp,,-,0
The Daily Show,7rX5PhQGm9U,Trump Gets Made-Up “Champion of Coal” Award & Guts EPA Regulations | The Daily Show,1770951621,timestamp,,-,0
The Daily Show,ho5KimYX1rs,"The U.S. Is Weird, But at Least We Don’t Have French-Fried Beaches & Condom Taxes | The Daily Show",1770900158,timestamp,,-,0
The Daily Show,oG5SmGeWaIg,Andrew Jarecki - Exposing the Alabama Prison System in “The Alabama Solution” | The Daily Show,1770870609,timestamp,,-,0
The Daily Show,MhfE9k7WWpM,Bondi Spins Out Over Epstein Questions & Olympian Confesses Affair on Live TV | The Daily Show,1770865227,timestamp,,-,0
The Daily Show,K2_28n4b1HI,Tim Blake Nelson - Reflecting America in “Superhero” | The Daily Show,1770784276,timestamp,,-,0
The Daily Show,4Y9NnzkxamQ,"Trump in Epstein Files ""a Million Times"" & Lutnick Admits Lunch with Epstein | The Daily Show",1770778831,timestamp,,-,0
The Daily Show,ttaBXnqmRwg,Gov. Andy Beshear - Breaking the Trump Fever in Kentucky | The Daily Show,1770697801,timestamp,,-,0
The Daily Show,vfpQbv7CmeE,Trump Defends Racist Obama Meme & MAGA Rages Over Bad Bunny’s Spanish Halftime Show | The Daily Show,1770696137,timestamp,,-,0
The Daily Show,ewJXtFOhaPw,"The Arts Get MAGA'd with “Melania” Doc, TPUSA Halftime Show & Trump Kennedy Center | The Daily Show",1770642075,timestamp,1770643595,0.42,3
The Daily Show,2birvlyTye0,Jon on Trump Dodging Epstein Fallout & Kosta on MAGA-fied Halftime & D.C. Makeover | The Daily Show,1770472807,timestamp,,-,0
The Daily Show,m9rBqDhrRAo,Trump vs. The NFL: A Beef That Predates The Bad Bunny Halftime Show | The Daily Show,1770380555,timestamp,,-,0
The Daily Show,Es-AsdHn8eE,Marcus Capone & Jon Shenk - “In Waves and War” & Healing Trauma With Psychedelics | The Daily Show,1770352239,timestamp,,-,0
The Daily Show,Hnvxf01HxVM,Trump Brags About Secret “Discombobulator” Weapon Amid Global Epstein Fallout | The Daily Show,1770346808,timestamp,,-,0
The Daily Show,2R7D2XvTpjM,"Gavin Newsom: Leading Man, For Your Consideration | The Daily Showography",1770294757,timestamp,,-,0
The Daily Show,B4xamuZBees,Ms. Pat - “The Ms. Pat Show” | The Daily Show,1770265800,timestamp,,-,0
The Daily Show,3GzCb_49FuI,Trump Attacks CNN's Kaitlan Collins Over Epstein Q & Renovates D.C. in His Image | The Daily Show,1770260495,timestamp,,-,0
The Daily Show,m_yb21Nps5o,Jordan Klepper Went to the “Melania” Movie So You Don’t Have To | The Daily Show,1770207980,timestamp,,-,0
The Daily Show,5nQlYc7XUak,Paul Rosolie - “Junglekeeper” & Protecting the Amazon Rainforest | The Daily Show,1770179477,timestamp,,-,0
The Daily Show,WCX2SKsUg0g,Trump Floats Canceling Midterms & MAGA Pushes Alt Super Bowl Halftime Show | The Daily Show,1770174027,timestamp,,-,0
The Daily Show,yzIbY8DU0Gk,Heather Ann Thompson - “Fear and Fury” & How the Bernie Goetz Story Echoes Today | The Daily Show,1770093030,timestamp,,-,0
The Daily Show,cwXIq81eE24,"DOJ Protects Trump From Epstein Accountability as MAGA Attacks ""Sanctuary Cities"" | The Daily Show",1770091200,timestamp,,-,0
The Daily Show,BWri-IxWjBE,"Exclusive: Langhorne Slim Performs ""We the People"" | The Daily Show",1770051618,timestamp,,-,0
The Daily Show,zWzCY3HA9yk,Pressure Mounts On ICE and Noem as Super Bowl and Winter Olympics Approach | The Daily Show,1770038686,timestamp,1770040248,0.43,3
The Daily Show,lzaytWaRxsk,"Jon on Alex Pretti Shooting & Desi on ""Melania"" Doc and Ilhan Omar Attack | The Daily Show",1769868085,timestamp,,-,0
The Daily Show,Rji_WJkVBYQ,This Man's Love for Venomous Snakebites Is Helping Science Move Forward | The Daily Show,1769776783,timestamp,,-,0
The Ezra Klein Show,eBnQ6qxoMr8,What the Epstein Files Reveal About How Elite Worlds Work | The Ezra Klein Show,1770998462,timestamp,,-,0
The Ezra Klein Show,ey7Rh8cVh44,The Darker Side of George Saunders | The Ezra Klein Show,1770739263,timestamp,,-,0
The Ezra Klein Show,Yepnhe1T-9U,We Didn’t Ask for This Internet | The Ezra Klein Show,1770393653,timestamp,,-,0
The Ezra Klein Show,714IB4avhWg,Is Your Social Life Missing Something? This Is For You. | The Ezra Klein Show,1770134409,timestamp,,-,0
The Ezra Klein Show,9gR7CsXIwFs,"How The World Sees America, with Adam Tooze | The Ezra Klein Show",1769788815,timestamp,,-,0
The Ezra Klein Show,4a5Jzn8YAQY,The Truth About American Hegemony | The Ezra Klein Show,1769556932,timestamp,,-,0
The Ezra Klein Show,elF0YmsCHvQ,Minneapolis Reveals What Trump Really Wants | The Ezra Klein Show,1769184065,timestamp,,-,0
The Ezra Klein Show,WJHPaCaMAq4,Has Trump Achieved a Lot Less Than It Seems? | The Ezra Klein Show,1768579260,timestamp,,-,0
The Ezra Klein Show,sa6fiO2EgJ4,James Talarico’s Beautiful Answer to Christian Nationalism | The Ezra Klein Show,1768320085,timestamp,,-,0
The Ezra Klein Show,U6DbiSMi6ik,"Venezuela, Renee Good and Trump’s ‘Assault on Hope’ | The Ezra Klein Show",1768060846,timestamp,,-,0
The Ezra Klein Show,_vPceCY1JcY,What Trump Wants in Venezuela | The Ezra Klein Show,1767724262,timestamp,1767727422,0.88,2
The Ezra Klein Show,5a7seXD2hEs,The Most Powerful Question I’ve Heard | The Ezra Klein Show,1767348885,timestamp,,-,0
The Ezra Klein Show,7uSyDxzvCBE,"Brian Eno on Working with David Bowie, John Cage and Other Iconic Artists",1767114010,timestamp,,-,0
The Ezra Klein Show,JWjtQ5IGr2w,Brian Eno's Book and Music Recommendations,1767027636,timestamp,,-,0
The Ezra Klein Show,WJfws13lPBk,The Roots of the ‘Vibecession’ | The Ezra Klein Show,1766851251,timestamp,,-,0
The Ezra Klein Show,Szvw4RQ08a4,‘This Is Something That Traditional Economics Isn’t Prepared to Deal With’ | The Ezra Klein Show,1766517301,timestamp,1766526459,2.54,2
The Ezra Klein Show,KehLqq5hxA8,The Simplest Way to Save Lives With Your Money | The Ezra Klein Show,1765900838,timestamp,1765930995,8.38,3
The Ezra Klein Show,3EwmdJ9pAcg,Gavin Newsom on California's 'Original Sin' | The Ezra Klein Show,1765728005,timestamp,,-,0
The Ezra Klein Show,Pr9jf3HanoQ,Why Gavin Newsom Is Embracing Political Risk | The Ezra Klein Show,1765638935,timestamp,,-,0
The Ezra Klein Show,PqBsRNUXWfs,How Gavin Newsom Became the Democrats’ 2028 Frontrunner | The Ezra Klein Show,1765362300,timestamp,1765373437,3.09,2
The Ezra Klein Show,KoHiNlFsa2c,Jon Stewart Rewatches Himself on ‘Crossfire’ | The Ezra Klein Show,1765206167,timestamp,,-,0
The Ezra Klein Show,Mrt9N4vSHeI,Why Right-Wing Populism Is Taking Off Around the World | The Ezra Klein Show Clips,1764954989,timestamp,,-,0
The Ezra Klein Show,bc0oOW___qs,Fareed Zakaria Thinks Steve Bannon Got One Thing Right | The Ezra Klein Show,1763740864,timestamp,,-,0
The Ezra Klein Show,2SdJwb96Tvo,‘This Is the Boss Battle of Western Speech Taboos’ | The Ezra Klein Show,1763665204,timestamp,,-,0
The Ezra Klein Show,wCjgfjd06hA,Is Tucker Carlson MAGA's Next Leader? | The Ezra Klein Show,1763654493,timestamp,,-,0
The Ezra Klein Show,z-NQ9Z0Gqxo,Who Is Nick Fuentes? | The Ezra Klein Show,1763568099,timestamp,,-,0
The Ezra Klein Show,MY2SpuLync4,Patti Smith on the One Desire That Lasts Forever,1763460785,timestamp,,-,0
The Ezra Klein Show,6jyDHToxC-4,"Tucker Carlson, Nick Fuentes and the Right’s ‘Groyper’ Problem | The Ezra Klein Show",1763132419,timestamp,,-,0
The Ezra Klein Show,zRCEpXpSd_g,Ezra Klein: What Were Democrats Thinking?,1762822716,timestamp,,-,0
The Ezra Klein Show,lAjsReyL8pQ,The Blue Wave Cometh?,1762510174,timestamp,,-,0
The Late Show with Stephen Colbert,Qo3aqVqzGWM,Colbert Before Air: Stephen Recalls The Time Tom Hiddleston Met Evie,1770641102,timestamp,,-,0
The Late Show with Stephen Colbert,HPONVyNiWsU,"""Weird Al"" Yankovic Takes The Colbert Questionert",1770385504,timestamp,,-,0
The Late Show with Stephen Colbert,c0r7bldHcZ8,"""You Can Close Your Eyes"" - James Taylor (LIVE on The Late Show)",1770366902,timestamp,,-,0
The Late Show with Stephen Colbert,6IvXqDMX71Y,First Drafts: Happy Valentine's Day 2026 with Evie McGee Colbert,1770366900,timestamp,,-,0
The Late Show with Stephen Colbert,4bvNSR105Ok,"James Taylor Shares His Top Five James Taylor Songs, And Teases Taking ""Fire and Rain"" To Broadway",1770366900,timestamp,,-,0
The Late Show with Stephen Colbert,01MKWM3w9X0,"""It's The Best Song Written By A Human Being"" - James Taylor On Carole King's ""You've Got A Friend”",1770366900,timestamp,,-,0
The Late Show with Stephen Colbert,f1MGd-XvysA,"""Line 'Em Up"" - James Taylor (LIVE on The Late Show)",1770354600,timestamp,,-,0
The Late Show with Stephen Colbert,fLokxfCko9s,Trump: ICE Killings Create Bad Publicity | America's Secret Weapon | Epstein's Muffin Recipe,1770353400,timestamp,,-,0
The Late Show with Stephen Colbert,8F4FwKjjHv8,"Introducing ""Coalie""",1770347618,timestamp,,-,0
